,number,title_x,whites,reds,blues,greens,yellows,magentas,blacks,overlaps,density,texture,drips,words,characters,loneliness,hiding,peace_and_harmony,knowledge_and_empathy,secrets,friendship,dreams,pride,art,crypto,questions,money,drink,profanity,weight,rank_whites,rank_reds,rank_blues,rank_greens,rank_yellows,rank_magentas,rank_blacks,rank_overlaps,rank_density,rank_texture,rank_drips,rank_words,rank_characters,rank_weight,days_since_0714,title_y,usd,date,image,correlation,log_usd
1329,5304,He,0.390073,0.158275,0.150131,0.125258,0.09319,0.062912,0.020161,0.362932,0.470245,0.522563,0.332254,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.82,7425,1180,2147,7083,2182,2316,9794,737,4382,3646,1681,1,1,4701,711 days ago,He,20000,08/02/2021,5304,0.8445811655630622,9.903487552536127
1330,5308,I’m not looking through the day,0.385212,0.167334,0.147217,0.122409,0.088886,0.070939,0.018003,0.319231,0.30373,0.231972,0.337209,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76,6662,4424,1428,6143,798,7054,9416,325,1250,95,1802,9152,9267,958,713 days ago,I’m not looking through the day,6750,07/31/2021,5308,0.8910348512465067,8.817297783866575
1331,5310,I feel sick,0.388735,0.170099,0.139252,0.12503,0.089411,0.068405,0.019068,0.270759,0.265087,0.158415,0.279627,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98,7242,5999,327,7015,909,5479,9634,125,863,17,625,1077,687,1172,714 days ago,I feel sick,6069,07/30/2021,5310,0.8937130283347986,8.710949125835855
1332,5311,Took care of me,0.38867,0.168517,0.144825,0.121412,0.092373,0.067529,0.016673,0.197529,0.31585,0.197189,0.353123,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56,7229,5102,987,5776,1806,4944,8931,38,1396,49,2244,3458,2291,778,173 days ago,Took care of me,5463,01/22/2023,5311,0.918426582146234,8.605753368395717
1333,5314,I used to stay out of sight,0.361824,0.170267,0.153359,0.135975,0.098089,0.062881,0.017604,0.584789,0.640991,0.565644,0.431376,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,2664,6101,3077,9433,4968,2300,9291,7036,8868,5092,4895,9152,8434,7538,353 days ago,I used to stay out of sight,9274,07/26/2022,5314,0.9062757080616688,9.134970064951407
1334,5315,You’ve been here for so long,0.364711,0.168431,0.160844,0.133919,0.096095,0.06027,0.015729,0.632145,0.503961,0.46058,0.339099,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,3117,5055,5614,9138,3798,1421,8387,8233,5419,1920,1860,9152,8709,4626,364 days ago,You’ve been here for so long,8892,07/15/2022,5315,0.9275766710651364,9.092907275084087
1335,5317,Man’s got an oneness,0.343943,0.173642,0.161639,0.13922,0.102035,0.063114,0.016408,0.500815,0.644838,0.511858,0.271906,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,851,7709,5884,9728,7020,2398,8791,4105,8921,3313,509,6140,5346,8775,489 days ago,Man’s got an oneness,9687,03/12/2022,5317,0.9111338696110346,9.178540059426386
1336,5319,Where the music stops,0.38475,0.159558,0.151016,0.127831,0.092018,0.065358,0.019469,0.49172,0.593264,0.465824,0.283938,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57,6592,1412,2390,7816,1676,3598,9704,3802,8017,2036,708,3458,5917,4040,698 days ago,Where the music stops,23525,08/15/2021,5319,0.8892806134315093,10.06581896445358
1337,5324,Big picture,0.380627,0.162697,0.149803,0.129662,0.091656,0.069548,0.016007,0.459848,0.427848,0.491979,0.377373,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.81,5856,2250,2051,8298,1558,6214,8541,2776,3219,2701,3001,167,687,7399,668 days ago,Big picture,39802,09/14/2021,5324,0.8846431107071643,10.591672441266258
1338,5329,From this knife to your feet,0.348656,0.172258,0.163834,0.125577,0.113801,0.064428,0.011446,0.431823,0.651607,0.654921,0.509289,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,1190,7112,6574,7185,9260,3053,4256,1983,9030,7874,7487,8063,8709,9862,696 days ago,From this knife to your feet,22652,08/17/2021,5329,0.8986032572015307,10.028003427233696
1339,5333,Let's talk rainbows,0.339275,0.173238,0.171042,0.123765,0.118946,0.062962,0.010773,0.537782,0.882156,0.872881,0.497226,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37,582,7542,8395,6632,9566,2333,3644,5469,9988,9963,7135,3458,4761,9996,388 days ago,Let's talk rainbows,8925,06/21/2022,5333,0.9337260113261122,9.09661160664784
1340,5337,Determination is my strength,0.401058,0.165295,0.14741,0.128748,0.078421,0.06037,0.018699,0.410466,0.378565,0.290053,0.323954,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,8853,3379,1462,8070,18,1453,9574,1501,2221,233,1481,3458,8709,865,557 days ago,Determination is my strength,19000,01/03/2022,5337,0.8697150822661451,9.852194258148577
1341,5340,Like I’m a trap,0.36379,0.16825,0.161822,0.115547,0.114535,0.065617,0.01044,0.551536,0.759481,0.701469,0.327881,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,2984,4949,5938,3576,9296,3746,3357,5958,9840,8859,1581,6140,2291,9891,543 days ago,Like I’m a trap,16110,01/17/2022,5340,0.9142738294271532,9.68719547617102
1342,5349,I’ll get you something,0.380259,0.171102,0.147297,0.130051,0.089095,0.066138,0.016059,0.467632,0.532579,0.488865,0.470655,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.45,5798,6506,1444,8392,838,4062,8580,3007,6371,2627,6291,6140,6464,6500,398 days ago,I’ll get you something,7809,06/11/2022,5349,0.9104609448271256,8.963032193662675
1343,5350,All over the whole city,0.383012,0.168073,0.147262,0.12852,0.089299,0.066974,0.016859,0.529725,0.535047,0.565683,0.412791,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.93,6264,4822,1440,8007,885,4585,9015,5185,6453,5093,4234,6140,6953,7671,357 days ago,All over the whole city,9000,07/22/2022,5350,0.9049845197302212,9.104979856318357
1344,5351,Speed miles,0.387772,0.162276,0.150089,0.124489,0.091755,0.067548,0.01607,0.515442,0.582674,0.610722,0.402443,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,7097,2102,2136,6845,1584,4955,8590,4663,7748,6622,3874,167,687,9145,705 days ago,Speed miles,11562,08/08/2021,5351,0.929972738108918,9.355479137642421
1345,5353,I’ll show you what it means,0.379628,0.160361,0.158623,0.126869,0.0914,0.068203,0.014916,0.491029,0.554638,0.437565,0.31485,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34,5691,1590,4856,7567,1474,5361,7763,3776,7008,1453,1264,9152,8434,598,644 days ago,I’ll show you what it means,30000,10/08/2021,5353,0.903467108281374,10.308952660644293
1346,5356,Life on the line,0.364313,0.166127,0.158448,0.132508,0.098981,0.063093,0.016531,0.520034,0.448815,0.428592,0.388806,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.55,3058,3813,4795,8909,5478,2392,8859,4822,3763,1291,3362,3458,2877,6787,616 days ago,Life on the line,24624,11/05/2021,5356,0.9119052431411514,10.11147685607866
1347,5358,Today I know what you’re feeling,0.35922,0.168136,0.158338,0.133186,0.10057,0.064084,0.016465,0.654039,0.561123,0.596549,0.465619,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64,2286,4870,4754,9035,6343,2850,8819,8640,7192,6134,6116,9152,9397,4221,709 days ago,Today I know what you’re feeling,9008,08/04/2021,5358,0.9196030601445428,9.105868350379472
1348,5359,Let me just have a moment,0.418812,0.155389,0.137364,0.116215,0.109153,0.054453,0.008615,0.470158,0.569996,0.575299,0.629751,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84,9798,788,205,3825,8960,452,2128,3090,7434,5415,9451,8063,7791,2410,358 days ago,Let me just have a moment,6498,07/21/2022,5359,0.9045169943944876,8.779249716229046
1349,5360,Until the beast dies,0.363418,0.169492,0.156628,0.129623,0.099693,0.06384,0.017306,0.586804,0.54728,0.505984,0.276795,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.14,2932,5634,4156,8288,5874,2727,9191,7096,6793,3138,583,3458,5346,5592,711 days ago,Until the beast dies,8842,08/02/2021,5360,0.9170493804088096,9.087268374386188
1350,5361,I don’t see that coming,0.360919,0.169869,0.153358,0.139054,0.098218,0.059405,0.019177,0.591759,0.651218,0.48701,0.311962,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,2527,5879,3075,9719,5042,1178,9649,7240,9023,2569,1198,8063,6953,8182,714 days ago,I don’t see that coming,6999,07/30/2021,5361,0.8914479911401527,8.85352256068954
1351,5364,Like tomorrow,0.371513,0.155737,0.15421,0.121955,0.114429,0.066405,0.01575,0.538532,0.563541,0.595876,0.410568,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06,4291,830,3364,5990,9287,4244,8396,5495,7259,6111,4172,167,1339,1276,698 days ago,Like tomorrow,31570,08/15/2021,5364,0.9327882096746108,10.359962581552038
1352,5369,Anything you need to do,0.334821,0.169333,0.159626,0.134985,0.102429,0.078964,0.019844,0.484307,0.602237,0.586781,0.454081,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,373,5550,5221,9303,7170,9815,9759,3553,8208,5811,5713,6140,6953,1708,714 days ago,Anything you need to do,4999,07/30/2021,5369,0.9232076179468032,8.51699317141357
1353,5374,My body’s almost alive,0.38018,0.175675,0.145038,0.131083,0.08581,0.066233,0.015982,0.536932,0.477515,0.463046,0.293951,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.43,5788,8497,1025,8619,388,4115,8532,5437,4607,1974,865,6140,6464,6441,456 days ago,My body’s almost alive,10871,04/14/2022,5374,0.8920494696169531,9.293853972204001
1354,5377,Life is old and cold,0.388414,0.160081,0.155745,0.120624,0.093124,0.061044,0.020967,0.339314,0.458529,0.439231,0.463171,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89,7204,1528,3859,5500,2134,1640,9867,466,4028,1483,6018,6140,5346,4875,677 days ago,Life is old and cold,46292,09/05/2021,5377,0.9206442056801168,10.742724438967969
1355,5380,Through a vein,0.397298,0.158986,0.152759,0.121882,0.086977,0.064803,0.017296,0.402978,0.426168,0.34419,0.299155,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77,8434,1296,2886,5964,507,3256,9187,1377,3179,438,961,1077,1761,7303,498 days ago,Through a vein,11488,03/03/2022,5380,0.9300474836113688,9.349058291288005
1356,5382,It's fucking violent,0.396731,0.155886,0.152984,0.122681,0.091901,0.063526,0.01629,0.409872,0.542759,0.384106,0.395407,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.77,8363,840,2950,6246,1639,2580,8719,1487,6676,725,3613,3458,5346,4569,438 days ago,It's fucking violent,12690,05/02/2022,5382,0.906465316725407,9.448569560708433
1357,5385,Dirt tracks,0.3775,0.160005,0.163201,0.125376,0.094469,0.063506,0.015942,0.445344,0.516468,0.525394,0.308796,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,5335,1510,6357,7120,2866,2570,8509,2346,5872,3749,1132,167,687,7884,559 days ago,Dirt tracks,18800,01/01/2022,5385,0.9234730155620609,9.84161214881804
1358,5398,Stoked the passion,0.384433,0.16687,0.149734,0.119367,0.090558,0.072409,0.016629,0.341,0.421891,0.246094,0.249016,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,6535,4173,2037,5040,1171,7921,8906,478,3069,129,291,1077,4129,56,396 days ago,Stoked the passion,6173,06/13/2022,5398,0.8988791378977224,8.727940222393896
1359,5401,We will ride it out,0.341539,0.177139,0.156445,0.124899,0.122901,0.064319,0.012758,0.369309,0.744132,0.756758,0.605848,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,710,8949,4097,6974,9823,2977,5692,824,9780,9514,9242,6140,4761,9999,558 days ago,We will ride it out,20665,01/02/2022,5401,0.9255743755247078,9.936196726945832
1360,5402,I thought you were,0.368046,0.165948,0.145559,0.120875,0.122663,0.061866,0.015043,0.527543,0.50343,0.486021,0.464428,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53,3693,3711,1100,5596,9811,1912,7884,5106,5406,2541,6072,3458,4129,1904,712 days ago,I thought you were,8638,08/01/2021,5402,0.9060165585202208,9.063926353520646
1361,5408,Give me my gun,0.358056,0.166142,0.149374,0.126825,0.122767,0.061421,0.015415,0.440757,0.361177,0.39553,0.482726,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,2128,3816,1938,7552,9816,1757,8157,2222,1938,841,6677,3458,1761,5006,615 days ago,Give me my gun,20171,11/06/2021,5408,0.9199769782477916,9.912001208301334
1362,5409,When I say I was pleased,0.391352,0.158168,0.156198,0.124185,0.088657,0.065793,0.015647,0.425015,0.388169,0.403449,0.381959,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,7595,1162,4029,6759,761,3858,8330,1817,2373,928,3138,8063,7433,9057,487 days ago,When I say I was pleased,10178,03/14/2022,5409,0.9364746058501532,9.227983807148778
1363,5417,Love is like an old brother,0.432573,0.146014,0.130812,0.116129,0.114182,0.05139,0.008899,0.623906,0.468618,0.575246,0.476564,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.18,9941,295,60,3793,9274,292,2274,8053,4336,5412,6484,8063,8434,8271,638 days ago,Love is like an old brother,32500,10/14/2021,5417,0.9129778155016364,10.388995368317829
1364,5418,I won’t cry out,0.378036,0.174697,0.149424,0.128915,0.08693,0.065174,0.016824,0.43725,0.441926,0.431247,0.321382,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.55,5419,8154,1948,8114,500,3485,8997,2127,3579,1340,1418,6140,2291,8920,440 days ago,I won’t cry out,8166,04/30/2022,5418,0.9208532086394402,9.007734471879521
1365,5422,What about me?,0.39435,0.154895,0.148603,0.129839,0.092494,0.064172,0.015646,0.504325,0.493755,0.39759,0.282057,3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.99,8040,747,1753,8342,1854,2894,8328,4224,5098,872,676,1077,1761,5146,533 days ago,What about me?,18765,01/27/2022,5422,0.891007319138213,9.839748711569122
1366,5426,Recess and dance,0.350493,0.174163,0.161122,0.123518,0.113737,0.066409,0.010559,0.464599,0.792181,0.836829,0.483368,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,1354,7916,5721,6541,9256,4247,3449,2921,9921,9899,6693,1077,2877,9839,698 days ago,Recess and dance,19995,08/15/2021,5426,0.931751531264538,9.90323752128092
1367,5427,I thought it was Jesus,0.359665,0.172514,0.162208,0.115649,0.115156,0.061963,0.012846,0.504475,0.689937,0.793263,0.384622,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.96,2341,7224,6057,3606,9337,1951,5775,4229,9443,9737,3210,6140,6464,9990,612 days ago,I thought it was Jesus,25819,11/09/2021,5427,0.9257792639025224,10.158865933983696
1368,5432,Wrangling a chorus,0.386103,0.167299,0.14788,0.128202,0.091583,0.064545,0.014388,0.51173,0.522337,0.390614,0.437649,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46,6795,4405,1587,7915,1535,3122,7310,4511,6051,784,5124,1077,4129,678,569 days ago,Wrangling a chorus,15010,12/22/2021,5432,0.912407744871479,9.616471924627508
1369,5433,See what they say,0.38565,0.166854,0.146601,0.130314,0.091192,0.063894,0.015494,0.527022,0.494658,0.420518,0.352696,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43,6725,4165,1287,8460,1393,2747,8219,5083,5140,1157,2233,3458,3491,1758,714 days ago,See what they say,5433,07/30/2021,5433,0.8875167127180257,8.600246746551523
1370,5434,Face in a bottle,0.393486,0.162395,0.149865,0.125263,0.091191,0.061899,0.015901,0.488262,0.556273,0.432591,0.363372,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89,7908,2140,2071,7084,1392,1922,8484,3679,7055,1364,2557,3458,2877,4875,428 days ago,Face in a bottle,6293,05/12/2022,5434,0.894192472082539,8.747193183526933
1371,5439,I’m out of everything,0.349813,0.168315,0.163015,0.121648,0.122154,0.065037,0.010019,0.510187,0.806389,0.79369,0.337831,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.48,1295,4989,6303,5870,9778,3417,3015,4441,9947,9738,1819,6140,5917,9872,431 days ago,I’m out of everything,7699,05/09/2022,5439,0.9321639812992852,8.94884572927805
1372,5448,Ousiss the days,0.397716,0.164617,0.159566,0.111123,0.088394,0.073112,0.005472,0.763132,0.457836,0.616826,0.458446,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13,8496,3064,5198,2044,714,8257,623,9739,4013,6801,5854,1077,2291,1355,652 days ago,Ousiss the days,33074,09/30/2021,5448,0.9427807300785568,10.406502754210141
1373,5450,Just what she got,0.360569,0.158135,0.146468,0.129153,0.12143,0.067391,0.016852,0.4018,0.434889,0.562708,0.360686,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,2471,1156,1256,8172,9728,4859,9012,1354,3366,5007,2477,3458,3491,2484,614 days ago,Just what she got,23456,11/07/2021,5450,0.925429989200293,10.062881604686378
1374,5457,Trapping together,0.344681,0.175607,0.162543,0.124421,0.11597,0.06591,0.010868,0.353703,0.785702,0.678462,0.474722,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02,901,8477,6154,6826,9374,3934,3714,622,9908,8417,6436,167,3491,9942,701 days ago,Trapping together,11309,08/12/2021,5457,0.932590486325208,9.333354147871328
1375,5459,Or at least some imagination,0.351563,0.16722,0.165292,0.128542,0.116218,0.060268,0.010897,0.475168,0.710166,0.694134,0.428376,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1451,4357,7003,8018,9393,1420,3741,3239,9594,8722,4783,6140,8709,9802,698 days ago,Or at least some imagination,19550,08/15/2021,5459,0.9187474527817304,9.880730565413511
1376,5461,Deep dreams are held,0.383782,0.168599,0.150511,0.119437,0.089346,0.071703,0.016622,0.398281,0.512237,0.311062,0.254556,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,6418,5143,2266,5065,892,7521,8901,1296,5714,294,341,3458,5346,558,94 days ago,Deep dreams are held,4640,04/11/2023,5461,0.8796097444486287,8.442469645220301
1377,5476,Selling the body of a woman,0.376756,0.172741,0.153616,0.128016,0.086064,0.067292,0.015516,0.530428,0.454578,0.44868,0.337885,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51,5194,7326,3164,7865,406,4794,8236,5219,3929,1663,1823,8063,8434,8869,452 days ago,Selling the body of a woman,10255,04/18/2022,5476,0.9195613703584122,9.235520670506482
1378,5478,Look out for me,0.339748,0.175436,0.152299,0.126381,0.130831,0.061235,0.014071,0.609494,0.646149,0.560988,0.480914,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,611,8411,2745,7423,9985,1699,7006,7709,8945,4956,6626,3458,2291,5178,714 days ago,Look out for me,4999,07/30/2021,5478,0.933005921665302,8.51699317141357
1379,5479,And say how men are nice,0.335625,0.176111,0.170098,0.123433,0.115697,0.067833,0.011202,0.448665,0.872559,0.806575,0.317766,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.34,406,8638,8202,6504,9359,5141,4033,2438,9984,9795,1329,8063,7433,9959,539 days ago,And say how men are nice,14748,01/21/2022,5479,0.9209776248703276,9.598862759354034
1380,5482,The speed of our dreams,0.358388,0.169972,0.157145,0.125798,0.118364,0.057974,0.012359,0.720864,0.525904,0.518123,0.446449,5,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.62,2173,5926,4320,7265,9530,885,5231,9511,6169,3522,5420,6140,6953,4166,714 days ago,The speed of our dreams,7300,07/30/2021,5482,0.9069975533479788,8.895629627136483
1381,5492,Just me,0.372204,0.177547,0.156576,0.128403,0.084221,0.066123,0.014926,0.359835,0.492024,0.470448,0.409935,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.06,4396,9078,4134,7964,276,4049,7775,694,5051,2132,4152,167,93,7978,573 days ago,Just me,15478,12/18/2021,5492,0.9126724332969224,9.647174939830405
1382,5495,Doesn't matter who wins,0.374066,0.180071,0.155439,0.123211,0.086218,0.065561,0.015434,0.523042,0.537931,0.485036,0.317617,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.97,4707,9533,3749,6437,424,3715,8171,4944,6535,2511,1324,6140,6953,7762,712 days ago,Doesn't matter who wins,7345,08/01/2021,5495,0.913894921145335,8.901775088607979
1383,5496,High in the morning,0.36977,0.176005,0.155178,0.127747,0.088444,0.065755,0.017102,0.332875,0.525285,0.378695,0.31449,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39,3993,8607,3665,7794,721,3826,9119,418,6147,679,1257,3458,4761,6321,617 days ago,High in the morning,23787,11/04/2021,5496,0.9160596065970869,10.076894491940509
1384,5513,Lead out the windows,0.366966,0.177236,0.158282,0.116864,0.096963,0.071195,0.012494,0.381624,0.55081,0.577306,0.461012,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.97,3511,8983,4739,4057,4297,7211,5382,1008,6894,5484,5945,3458,5346,2662,452 days ago,Lead out the windows,9047,04/18/2022,5513,0.9256391416245756,9.110188490025742
1385,5515,You’re inside,0.375353,0.162987,0.161585,0.10848,0.115747,0.068176,0.007673,0.397781,0.606103,0.549504,0.460676,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4948,2366,5870,1332,9361,5334,1595,1286,8288,4587,5931,1077,1339,9766,711 days ago,You’re inside,11600,08/02/2021,5515,0.937520879317361,9.358760377094455
1386,5516,Life being nothing but service,0.394219,0.154271,0.15787,0.106583,0.11505,0.065237,0.00677,0.396829,0.745828,0.703264,0.350692,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,8018,687,4584,930,9331,3524,1216,1268,9786,8888,2176,6140,9109,8849,705 days ago,Life being nothing but service,7844,08/08/2021,5516,0.931725738957564,8.967504187316237
1387,5519,You make it hard for me,0.388165,0.167034,0.159002,0.112583,0.09394,0.066855,0.012422,0.462526,0.527351,0.524826,0.377776,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.31,7159,4260,4998,2518,2573,4514,5302,2852,6207,3726,3013,8063,6953,8518,374 days ago,You make it hard for me,8600,07/05/2022,5519,0.9127830561665654,9.0595174822416
1388,5520,I started out as you do,0.39796,0.165769,0.159479,0.108828,0.094275,0.062751,0.010938,0.508878,0.471216,0.528321,0.464629,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98,8526,3622,5156,1419,2758,2255,3778,4398,4397,3839,6080,8063,6953,7796,353 days ago,I started out as you do,9353,07/26/2022,5520,0.8888654982469386,9.143452426434552
1389,5521,This new flag,0.386032,0.168116,0.156939,0.113297,0.095373,0.068166,0.012078,0.551062,0.392825,0.539969,0.474929,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,6783,4856,4248,2756,3364,5327,4916,5943,2467,4245,6441,1077,1339,8678,484 days ago,This new flag,11277,03/17/2022,5521,0.9162385151956516,9.330520532232288
1390,5522,The sparkles of affection,0.387397,0.154157,0.148733,0.109477,0.124903,0.063619,0.011713,0.39411,0.404037,0.455732,0.577809,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.76,7025,679,1774,1584,9907,2627,4519,1225,2678,1820,8871,3458,7791,2259,372 days ago,The sparkles of affection,7302,07/07/2022,5522,0.9030999072967316,8.895903562215581
1391,5526,Rather be a mountain,0.391792,0.157526,0.161348,0.115111,0.095517,0.065997,0.01271,0.437281,0.507363,0.454991,0.292019,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,7660,1052,5799,3425,3435,3974,5636,2129,5540,1802,830,3458,5346,3374,714 days ago,Rather be a mountain,6000,07/30/2021,5526,0.8983038300211065,8.699514748210191
1392,5538,We parted like a wave,0.392178,0.162011,0.155371,0.116263,0.097423,0.063601,0.013152,0.424587,0.468561,0.487493,0.332236,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26,7724,2022,3725,3839,4592,2622,6073,1805,4334,2578,1679,6140,5917,8418,609 days ago,We parted like a wave,22590,11/12/2021,5538,0.88483746321809,10.025262609462049
1393,5545,The grass grow red,0.387025,0.171264,0.15422,0.109319,0.096454,0.07032,0.011399,0.434435,0.358716,0.414828,0.471211,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,6960,6595,3367,1544,3985,6667,4206,2044,1900,1077,6310,3458,4129,877,153 days ago,The grass grow red,3962,02/11/2023,5545,0.9022929664274608,8.284504227258497
1394,5546,A place of amusement,0.403309,0.160437,0.148176,0.114677,0.09911,0.062214,0.012077,0.497685,0.510827,0.450612,0.343,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,9066,1609,1662,3257,5556,2045,4914,3996,5658,1710,1976,3458,5346,2390,701 days ago,A place of amusement,10071,08/12/2021,5546,0.8883646108497378,9.217415285648144
1395,5549,Act at the same time,0.380188,0.163347,0.165385,0.116975,0.103299,0.05924,0.011565,0.451104,0.526879,0.5415,0.4349,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,5791,2503,7020,4091,7528,1146,4364,2506,6195,4297,5014,6140,5346,8818,594 days ago,Act at the same time,18000,11/27/2021,5549,0.8942381210397016,9.798127036878302
1396,5553,Never feel,0.417002,0.157078,0.146855,0.108976,0.095506,0.061444,0.01314,0.318857,0.195058,0.230464,0.277124,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,9768,991,1345,1448,3429,1762,6060,324,358,94,587,167,459,740,480 days ago,Never feel,12555,03/21/2022,5553,0.8828479274743477,9.437874271591685
1397,5558,Sing by the the lonesome,0.393027,0.167744,0.153497,0.112202,0.093175,0.06783,0.012526,0.495163,0.51177,0.533416,0.33096,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91,7850,4642,3125,2390,2171,5139,5410,3907,5703,4010,1642,6140,7433,4932,612 days ago,Sing by the the lonesome,21521,11/09/2021,5558,0.9241242622678468,9.976784481597585
1398,5560,We did it together,0.411221,0.159367,0.145936,0.111675,0.096509,0.063559,0.011734,0.491068,0.53162,0.565445,0.373777,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,9583,1366,1159,2226,4025,2599,4541,3778,6347,5088,2870,3458,4129,8775,667 days ago,We did it together,51502,09/15/2021,5560,0.8608349275521652,10.849375920849226
1399,5561,That game,0.406643,0.166178,0.157054,0.11003,0.085863,0.061586,0.012645,0.457048,0.427216,0.341418,0.279034,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,9341,3828,4292,1743,392,1812,5560,2690,3199,425,613,167,278,904,686 days ago,That game,38901,08/27/2021,5561,0.902523496502531,10.568775236216993
1400,5562,Love opens new doors,0.451774,0.142908,0.130842,0.102391,0.112334,0.053625,0.006126,0.442116,0.534972,0.580062,0.459448,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.24,9989,250,61,329,9170,389,932,2256,6449,5584,5893,3458,5346,5888,227 days ago,Love opens new doors,4526,11/29/2022,5562,0.8983587361977919,8.417593826193484
1401,5564,Sleeping all over me,0.405274,0.153423,0.158384,0.110382,0.094978,0.065159,0.012401,0.402876,0.465395,0.394433,0.288613,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.04,9242,611,4765,1832,3158,3473,5280,1376,4230,833,771,3458,5346,7928,698 days ago,Sleeping all over me,25000,08/15/2021,5564,0.8979662415129868,10.126631103850338
